lon lat z
88.75 32.25 -4300.34814453125
88.75 32.75 -4300.16845703125
88.75 33.25 -4300.03173828125
88.75 33.75 -4299.96240234375
88.75 34.25 -4299.9814453125
88.75 34.75 -4300.1181640625
88.75 35.25 -4300.35302734375
88.75 35.75 -4300.6181640625
88.75 36.25 -4300.86865234375
88.75 36.75 -4301.06689453125
88.75 37.25 -4301.20947265625
88.75 37.75 -4301.30078125
88.75 38.25 -4301.37451171875
88.75 38.75 -4301.4736328125
88.75 39.25 -4301.6328125
89.25 16.25 -4231.033203125
89.25 16.75 -4231.50146484375
89.25 17.25 -4231.96484375
89.25 17.75 -4232.47119140625
89.25 18.25 -4233.03173828125
89.25 18.75 -4233.64111328125
89.25 19.25 -4234.3095703125
89.25 19.75 -4235.0185546875
89.25 20.25 -4235.72998046875
89.25 20.75 -4236.50439453125
89.25 21.25 -4237.3232421875
89.25 21.75 -4238.1796875
89.25 22.25 -4239.08203125
89.25 22.75 -4239.98779296875
89.25 23.25 -4240.87158203125
89.25 23.75 -4241.76416015625
89.25 24.25 -4242.6689453125
89.25 24.75 -4243.53466796875
89.25 25.25 -4244.3359375
89.25 25.75 -4245.23291015625
89.25 26.25 -4246.3095703125
89.25 26.75 -4247.5361328125
89.25 27.25 -4248.85107421875
89.25 27.75 -4250.20068359375
89.25 28.25 -4251.5634765625
89.25 28.75 -4252.84375
89.25 29.25 -4253.94580078125
89.25 29.75 -4254.83544921875
89.25 30.25 -4255.51806640625
89.25 30.75 -4256.02587890625
89.25 31.25 -4256.34033203125
89.25 31.75 -4256.4912109375
89.25 32.25 -4256.55126953125
89.25 32.75 -4256.55908203125
89.25 33.25 -4256.533203125
89.25 33.75 -4256.49609375
89.25 34.25 -4256.42529296875
89.25 34.75 -4256.3544921875
89.25 35.25 -4256.2890625
89.25 35.75 -4256.23583984375
89.25 36.25 -4256.19580078125
89.25 36.75 -4256.1572265625
89.25 37.25 -4256.11669921875
89.25 37.75 -4256.09375
89.25 38.25 -4256.0888671875
89.25 38.75 -4256.103515625
89.25 39.25 -4256.1376953125
89.75 16.25 -4159.68701171875
89.75 16.75 -4160.94970703125
89.75 17.25 -4162.27294921875
89.75 17.75 -4163.66015625
89.75 18.25 -4165.1142578125
89.75 18.75 -4166.65185546875
89.75 19.25 -4168.24267578125
89.75 19.75 -4169.884765625
89.75 20.25 -4171.578125
89.75 20.75 -4173.29541015625
89.75 21.25 -4175.029296875
89.75 21.75 -4176.740234375
89.75 22.25 -4178.43701171875
89.75 22.75 -4180.15576171875
89.75 23.25 -4181.89990234375
89.75 23.75 -4183.638671875
89.75 24.25 -4185.33740234375
89.75 24.75 -4187.01123046875
89.75 25.25 -4188.6318359375
89.75 25.75 -4190.181640625
89.75 26.25 -4191.623046875
89.75 26.75 -4192.9638671875
89.75 27.25 -4194.21484375
89.75 27.75 -4195.328125
89.75 28.25 -4196.29052734375
89.75 28.75 -4197.09765625
89.75 29.25 -4197.79931640625
89.75 29.75 -4198.39501953125
89.75 30.25 -4198.8662109375
89.75 30.75 -4199.23681640625
89.75 31.25 -4199.5458984375
89.75 31.75 -4199.80810546875
89.75 32.25 -4200.00244140625
89.75 32.75 -4200.158203125
89.75 33.25 -4200.30517578125
89.75 33.75 -4200.4501953125
89.75 34.25 -4200.59326171875
89.75 34.75 -4200.76171875
89.75 35.25 -4200.9482421875
89.75 35.75 -4201.162109375
89.75 36.25 -4201.40283203125
89.75 36.75 -4201.6650390625
89.75 37.25 -4201.9375
89.75 37.75 -4202.22802734375
89.75 38.25 -4202.5263671875
89.75 38.75 -4202.8203125
89.75 39.25 -4203.111328125
